,Solar,startTime,endTime,totalRenewable,total,percentRenewable
71,0.0,202001032300,202001040000,0.0,7473.0,0
72,0.0,202001040000,202001040100,0.0,7206.0,0
73,0.0,202001040100,202001040200,0.0,6423.0,0
74,0.0,202001040200,202001040300,0.0,6163.0,0
75,0.0,202001040300,202001040400,0.0,6236.0,0
76,0.0,202001040400,202001040500,0.0,6153.0,0
77,0.0,202001040500,202001040600,0.0,6358.0,0
78,0.0,202001040600,202001040700,0.0,7295.0,0
79,25.0,202001040700,202001040800,25.0,7853.0,0
80,116.0,202001040800,202001040900,116.0,7955.0,1
81,224.0,202001040900,202001041000,224.0,8463.0,3
82,281.0,202001041000,202001041100,281.0,8625.0,3
83,264.0,202001041100,202001041200,264.0,8526.0,3
84,150.0,202001041200,202001041300,150.0,8520.0,2
85,48.0,202001041300,202001041400,48.0,8435.0,1
86,10.0,202001041400,202001041500,10.0,8415.0,0
87,0.0,202001041500,202001041600,0.0,8448.0,0
88,0.0,202001041600,202001041700,0.0,8542.0,0
89,0.0,202001041700,202001041800,0.0,8352.0,0
90,0.0,202001041800,202001041900,0.0,8154.0,0
91,0.0,202001041900,202001042000,0.0,7916.0,0
92,0.0,202001042000,202001042100,0.0,7910.0,0
93,0.0,202001042100,202001042200,0.0,8098.0,0
94,0.0,202001042200,202001042300,0.0,7927.0,0
95,0.0,202001042300,202001050000,0.0,7637.0,0
96,0.0,202001050000,202001050100,0.0,7674.0,0
97,0.0,202001050100,202001050200,0.0,7423.0,0
98,0.0,202001050200,202001050300,0.0,6915.0,0
99,0.0,202001050300,202001050400,0.0,6690.0,0
100,0.0,202001050400,202001050500,0.0,6993.0,0
101,0.0,202001050500,202001050600,0.0,7567.0,0
102,0.0,202001050600,202001050700,0.0,7963.0,0
103,47.0,202001050700,202001050800,47.0,8262.0,1
104,242.0,202001050800,202001050900,242.0,8979.0,3
105,484.0,202001050900,202001051000,484.0,9646.0,5
106,642.0,202001051000,202001051100,642.0,10018.0,6
107,724.0,202001051100,202001051200,724.0,9889.0,7
108,734.0,202001051200,202001051300,734.0,9875.0,7
109,422.0,202001051300,202001051400,422.0,9551.0,4
110,107.0,202001051400,202001051500,107.0,9241.0,1
111,0.0,202001051500,202001051600,0.0,9416.0,0
112,0.0,202001051600,202001051700,0.0,9552.0,0
113,0.0,202001051700,202001051800,0.0,9571.0,0
114,0.0,202001051800,202001051900,0.0,9539.0,0
115,0.0,202001051900,202001052000,0.0,9305.0,0
116,0.0,202001052000,202001052100,0.0,9239.0,0
117,0.0,202001052100,202001052200,0.0,8928.0,0
118,0.0,202001052200,202001052300,0.0,8221.0,0
119,0.0,202001052300,202001060000,0.0,8251.0,0
120,0.0,202001060000,202001060100,0.0,8142.0,0
121,0.0,202001060100,202001060200,0.0,7626.0,0
122,0.0,202001060200,202001060300,0.0,7162.0,0
123,0.0,202001060300,202001060400,0.0,7578.0,0
124,0.0,202001060400,202001060500,0.0,8621.0,0
125,0.0,202001060500,202001060600,0.0,8956.0,0
126,0.0,202001060600,202001060700,0.0,9710.0,0
127,31.0,202001060700,202001060800,31.0,9929.0,0
128,151.0,202001060800,202001060900,151.0,10173.0,1
129,307.0,202001060900,202001061000,307.0,10343.0,3
130,439.0,202001061000,202001061100,439.0,10473.0,4
131,504.0,202001061100,202001061200,504.0,10461.0,5
132,523.0,202001061200,202001061300,523.0,10444.0,5
133,340.0,202001061300,202001061400,340.0,10276.0,3
134,89.0,202001061400,202001061500,89.0,10105.0,1
135,0.0,202001061500,202001061600,0.0,10117.0,0
136,0.0,202001061600,202001061700,0.0,10447.0,0
137,0.0,202001061700,202001061800,0.0,10443.0,0
138,0.0,202001061800,202001061900,0.0,10340.0,0
139,0.0,202001061900,202001062000,0.0,10069.0,0
140,0.0,202001062000,202001062100,0.0,9855.0,0
141,0.0,202001062100,202001062200,0.0,9421.0,0
142,0.0,202001062200,202001062300,0.0,8786.0,0
143,0.0,202001062300,202001070000,0.0,7980.0,0
144,0.0,202001070000,202001070100,0.0,7864.0,0
145,0.0,202001070100,202001070200,0.0,7967.0,0
146,0.0,202001070200,202001070300,0.0,7929.0,0
147,0.0,202001070300,202001070400,0.0,8012.0,0
148,0.0,202001070400,202001070500,0.0,8506.0,0
149,0.0,202001070500,202001070600,0.0,9506.0,0
150,0.0,202001070600,202001070700,0.0,10425.0,0
151,51.0,202001070700,202001070800,51.0,10811.0,0
152,215.0,202001070800,202001070900,215.0,11090.0,2
153,398.0,202001070900,202001071000,398.0,11192.0,4
154,493.0,202001071000,202001071100,493.0,11073.0,4
155,461.0,202001071100,202001071200,461.0,10937.0,4
156,339.0,202001071200,202001071300,339.0,10807.0,3
157,167.0,202001071300,202001071400,167.0,10625.0,2
158,40.0,202001071400,202001071500,40.0,10714.0,0
159,0.0,202001071500,202001071600,0.0,10882.0,0
160,0.0,202001071600,202001071700,0.0,10891.0,0
161,0.0,202001071700,202001071800,0.0,10938.0,0
162,0.0,202001071800,202001071900,0.0,10655.0,0
163,0.0,202001071900,202001072000,0.0,10441.0,0
164,0.0,202001072000,202001072100,0.0,10145.0,0
165,0.0,202001072100,202001072200,0.0,9815.0,0
166,0.0,202001072200,202001072300,0.0,9237.0,0
167,0.0,202001072300,202001080000,0.0,8092.0,0
168,0.0,202001080000,202001080100,0.0,8051.0,0
169,0.0,202001080100,202001080200,0.0,8032.0,0
170,0.0,202001080200,202001080300,0.0,8045.0,0
171,0.0,202001080300,202001080400,0.0,8100.0,0
172,0.0,202001080400,202001080500,0.0,8760.0,0
173,0.0,202001080500,202001080600,0.0,10230.0,0
174,0.0,202001080600,202001080700,0.0,10496.0,0
175,31.0,202001080700,202001080800,31.0,10552.0,0
176,130.0,202001080800,202001080900,130.0,10546.0,1
177,258.0,202001080900,202001081000,258.0,10643.0,2
178,356.0,202001081000,202001081100,356.0,10714.0,3
179,394.0,202001081100,202001081200,394.0,10691.0,4
180,355.0,202001081200,202001081300,355.0,10728.0,3
181,167.0,202001081300,202001081400,167.0,10619.0,2
182,36.0,202001081400,202001081500,36.0,10563.0,0
183,0.0,202001081500,202001081600,0.0,10851.0,0
184,0.0,202001081600,202001081700,0.0,10956.0,0
185,0.0,202001081700,202001081800,0.0,11062.0,0
186,0.0,202001081800,202001081900,0.0,10974.0,0
187,0.0,202001081900,202001082000,0.0,10609.0,0
188,0.0,202001082000,202001082100,0.0,10436.0,0
189,0.0,202001082100,202001082200,0.0,10039.0,0
190,0.0,202001082200,202001082300,0.0,9734.0,0
191,0.0,202001082300,202001090000,0.0,9729.0,0
192,0.0,202001090000,202001090100,0.0,9018.0,0
193,0.0,202001090100,202001090200,0.0,8601.0,0
194,0.0,202001090200,202001090300,0.0,8599.0,0
195,0.0,202001090300,202001090400,0.0,8607.0,0
196,0.0,202001090400,202001090500,0.0,9680.0,0
197,0.0,202001090500,202001090600,0.0,10036.0,0
198,0.0,202001090600,202001090700,0.0,10259.0,0
199,9.0,202001090700,202001090800,9.0,10470.0,0
200,50.0,202001090800,202001090900,50.0,10653.0,0
201,121.0,202001090900,202001091000,121.0,10699.0,1
202,180.0,202001091000,202001091100,180.0,10728.0,2
203,218.0,202001091100,202001091200,218.0,10783.0,2
204,195.0,202001091200,202001091300,195.0,10782.0,2
205,104.0,202001091300,202001091400,104.0,10630.0,1
206,31.0,202001091400,202001091500,31.0,10623.0,0
207,0.0,202001091500,202001091600,0.0,10687.0,0
208,0.0,202001091600,202001091700,0.0,10642.0,0
209,0.0,202001091700,202001091800,0.0,10525.0,0
210,0.0,202001091800,202001091900,0.0,10335.0,0
211,0.0,202001091900,202001092000,0.0,10152.0,0
212,0.0,202001092000,202001092100,0.0,10085.0,0
213,0.0,202001092100,202001092200,0.0,9662.0,0
214,0.0,202001092200,202001092300,0.0,9014.0,0
215,0.0,202001092300,202001100000,0.0,9334.0,0
216,0.0,202001100000,202001100100,0.0,9014.0,0
217,0.0,202001100100,202001100200,0.0,8883.0,0
218,0.0,202001100200,202001100300,0.0,8376.0,0
219,0.0,202001100300,202001100400,0.0,8482.0,0
220,0.0,202001100400,202001100500,0.0,9382.0,0
221,0.0,202001100500,202001100600,0.0,9685.0,0
222,0.0,202001100600,202001100700,0.0,10054.0,0
223,35.0,202001100700,202001100800,35.0,10131.0,0
224,161.0,202001100800,202001100900,161.0,10290.0,2
225,348.0,202001100900,202001101000,348.0,10210.0,3
226,505.0,202001101000,202001101100,505.0,10290.0,5
227,539.0,202001101100,202001101200,539.0,10378.0,5
228,428.0,202001101200,202001101300,428.0,10324.0,4
229,270.0,202001101300,202001101400,270.0,10201.0,3
230,85.0,202001101400,202001101500,85.0,10012.0,1
231,0.0,202001101500,202001101600,0.0,10188.0,0
232,0.0,202001101600,202001101700,0.0,10248.0,0
233,0.0,202001101700,202001101800,0.0,10087.0,0
234,0.0,202001101800,202001101900,0.0,10009.0,0
235,0.0,202001101900,202001102000,0.0,9963.0,0
236,0.0,202001102000,202001102100,0.0,9678.0,0
237,0.0,202001102100,202001102200,0.0,9649.0,0
238,0.0,202001102200,202001102300,0.0,9589.0,0
239,0.0,202001102300,202001110000,0.0,8920.0,0
240,0.0,202001110000,202001110100,0.0,8054.0,0
241,0.0,202001110100,202001110200,0.0,7356.0,0
242,0.0,202001110200,202001110300,0.0,6926.0,0
243,0.0,202001110300,202001110400,0.0,6912.0,0
244,0.0,202001110400,202001110500,0.0,7768.0,0
245,0.0,202001110500,202001110600,0.0,7873.0,0
246,0.0,202001110600,202001110700,0.0,8318.0,0
247,26.0,202001110700,202001110800,26.0,8880.0,0
248,109.0,202001110800,202001110900,109.0,9075.0,1
249,199.0,202001110900,202001111000,199.0,9154.0,2
250,255.0,202001111000,202001111100,255.0,9176.0,3
251,288.0,202001111100,202001111200,288.0,9225.0,3
252,247.0,202001111200,202001111300,247.0,9160.0,3
253,144.0,202001111300,202001111400,144.0,9028.0,2
254,41.0,202001111400,202001111500,41.0,8908.0,0
255,0.0,202001111500,202001111600,0.0,9068.0,0
256,0.0,202001111600,202001111700,0.0,9230.0,0
257,0.0,202001111700,202001111800,0.0,8965.0,0
258,0.0,202001111800,202001111900,0.0,8992.0,0
259,0.0,202001111900,202001112000,0.0,8942.0,0
260,0.0,202001112000,202001112100,0.0,8924.0,0
261,0.0,202001112100,202001112200,0.0,8283.0,0
262,0.0,202001112200,202001112300,0.0,7895.0,0
263,0.0,202001112300,202001120000,0.0,6674.0,0
264,0.0,202001120000,202001120100,0.0,6425.0,0
265,0.0,202001120100,202001120200,0.0,6186.0,0
266,0.0,202001120200,202001120300,0.0,6202.0,0
267,0.0,202001120300,202001120400,0.0,6253.0,0
268,0.0,202001120400,202001120500,0.0,6235.0,0
269,0.0,202001120500,202001120600,0.0,6940.0,0
270,0.0,202001120600,202001120700,0.0,7167.0,0
271,74.0,202001120700,202001120800,74.0,7542.0,1
272,337.0,202001120800,202001120900,337.0,8215.0,4
273,626.0,202001120900,202001121000,626.0,8597.0,7
274,812.0,202001121000,202001121100,812.0,8823.0,9
275,836.0,202001121100,202001121200,836.0,8852.0,9
276,730.0,202001121200,202001121300,730.0,8751.0,8
277,468.0,202001121300,202001121400,468.0,8498.0,6
278,142.0,202001121400,202001121500,142.0,8340.0,2
279,0.0,202001121500,202001121600,0.0,8294.0,0
280,0.0,202001121600,202001121700,0.0,8413.0,0
281,0.0,202001121700,202001121800,0.0,8396.0,0
282,0.0,202001121800,202001121900,0.0,8381.0,0
283,0.0,202001121900,202001122000,0.0,8419.0,0
284,0.0,202001122000,202001122100,0.0,8128.0,0
285,0.0,202001122100,202001122200,0.0,7872.0,0
286,0.0,202001122200,202001122300,0.0,7793.0,0
287,0.0,202001122300,202001130000,0.0,7843.0,0
288,0.0,202001130000,202001130100,0.0,7845.0,0
289,0.0,202001130100,202001130200,0.0,7994.0,0
290,0.0,202001130200,202001130300,0.0,7948.0,0
291,0.0,202001130300,202001130400,0.0,8342.0,0
292,0.0,202001130400,202001130500,0.0,8938.0,0
293,0.0,202001130500,202001130600,0.0,9552.0,0
294,0.0,202001130600,202001130700,0.0,9928.0,0
295,23.0,202001130700,202001130800,23.0,10115.0,0
296,106.0,202001130800,202001130900,106.0,10325.0,1
297,201.0,202001130900,202001131000,201.0,10363.0,2
298,256.0,202001131000,202001131100,256.0,10391.0,2
299,264.0,202001131100,202001131200,264.0,10454.0,3
300,263.0,202001131200,202001131300,263.0,10482.0,3
301,177.0,202001131300,202001131400,177.0,10375.0,2
302,56.0,202001131400,202001131500,56.0,10290.0,1
303,0.0,202001131500,202001131600,0.0,10293.0,0
304,0.0,202001131600,202001131700,0.0,10365.0,0
305,0.0,202001131700,202001131800,0.0,10420.0,0
306,0.0,202001131800,202001131900,0.0,10395.0,0
307,0.0,202001131900,202001132000,0.0,10259.0,0
308,0.0,202001132000,202001132100,0.0,9992.0,0
309,0.0,202001132100,202001132200,0.0,9907.0,0
310,0.0,202001132200,202001132300,0.0,9327.0,0
311,0.0,202001132300,202001140000,0.0,8108.0,0
312,0.0,202001140000,202001140100,0.0,8084.0,0
313,0.0,202001140100,202001140200,0.0,7926.0,0
314,0.0,202001140200,202001140300,0.0,7914.0,0
315,0.0,202001140300,202001140400,0.0,8028.0,0
316,0.0,202001140400,202001140500,0.0,8613.0,0
317,0.0,202001140500,202001140600,0.0,10055.0,0
318,0.0,202001140600,202001140700,0.0,10145.0,0
319,30.0,202001140700,202001140800,30.0,10205.0,0
320,148.0,202001140800,202001140900,148.0,10357.0,1
321,311.0,202001140900,202001141000,311.0,10252.0,3
322,439.0,202001141000,202001141100,439.0,10252.0,4
323,453.0,202001141100,202001141200,453.0,10353.0,4
324,352.0,202001141200,202001141300,352.0,10252.0,3
325,234.0,202001141300,202001141400,234.0,10348.0,2
326,74.0,202001141400,202001141500,74.0,10198.0,1
327,1.0,202001141500,202001141600,1.0,10248.0,0
328,0.0,202001141600,202001141700,0.0,10324.0,0
329,0.0,202001141700,202001141800,0.0,10328.0,0
330,0.0,202001141800,202001141900,0.0,10190.0,0
331,0.0,202001141900,202001142000,0.0,10220.0,0
332,0.0,202001142000,202001142100,0.0,9855.0,0
333,0.0,202001142100,202001142200,0.0,9537.0,0
334,0.0,202001142200,202001142300,0.0,8620.0,0
335,0.0,202001142300,202001150000,0.0,8401.0,0
336,0.0,202001150000,202001150100,0.0,8175.0,0
337,0.0,202001150100,202001150200,0.0,7860.0,0
338,0.0,202001150200,202001150300,0.0,7829.0,0
339,0.0,202001150300,202001150400,0.0,7847.0,0
340,0.0,202001150400,202001150500,0.0,8706.0,0
341,0.0,202001150500,202001150600,0.0,9837.0,0
342,0.0,202001150600,202001150700,0.0,10155.0,0
343,35.0,202001150700,202001150800,35.0,10244.0,0
344,163.0,202001150800,202001150900,163.0,10423.0,2
345,328.0,202001150900,202001151000,328.0,10486.0,3
346,447.0,202001151000,202001151100,447.0,10543.0,4
347,515.0,202001151100,202001151200,515.0,10701.0,5
348,519.0,202001151200,202001151300,519.0,10719.0,5
349,363.0,202001151300,202001151400,363.0,10523.0,3
350,130.0,202001151400,202001151500,130.0,10292.0,1
351,5.0,202001151500,202001151600,5.0,10388.0,0
352,0.0,202001151600,202001151700,0.0,10364.0,0
353,0.0,202001151700,202001151800,0.0,10323.0,0
354,0.0,202001151800,202001151900,0.0,10341.0,0
355,0.0,202001151900,202001152000,0.0,10291.0,0
356,0.0,202001152000,202001152100,0.0,9942.0,0
357,0.0,202001152100,202001152200,0.0,9577.0,0
358,0.0,202001152200,202001152300,0.0,8980.0,0
359,0.0,202001152300,202001160000,0.0,8682.0,0
360,0.0,202001160000,202001160100,0.0,8148.0,0
361,0.0,202001160100,202001160200,0.0,7860.0,0
362,0.0,202001160200,202001160300,0.0,7862.0,0
363,0.0,202001160300,202001160400,0.0,7881.0,0
364,0.0,202001160400,202001160500,0.0,9118.0,0
365,0.0,202001160500,202001160600,0.0,10021.0,0
366,0.0,202001160600,202001160700,0.0,10193.0,0
367,40.0,202001160700,202001160800,40.0,10431.0,0
368,184.0,202001160800,202001160900,184.0,10585.0,2
369,409.0,202001160900,202001161000,409.0,10740.0,4
370,593.0,202001161000,202001161100,593.0,10775.0,6
371,624.0,202001161100,202001161200,624.0,10657.0,6
372,479.0,202001161200,202001161300,479.0,10497.0,5
373,355.0,202001161300,202001161400,355.0,10362.0,3
374,135.0,202001161400,202001161500,135.0,10170.0,1
375,9.0,202001161500,202001161600,9.0,10071.0,0
376,0.0,202001161600,202001161700,0.0,10144.0,0
377,0.0,202001161700,202001161800,0.0,10284.0,0
378,0.0,202001161800,202001161900,0.0,10242.0,0
379,0.0,202001161900,202001162000,0.0,10200.0,0
380,0.0,202001162000,202001162100,0.0,10152.0,0
381,0.0,202001162100,202001162200,0.0,9781.0,0
382,0.0,202001162200,202001162300,0.0,9602.0,0
383,0.0,202001162300,202001170000,0.0,8766.0,0
384,0.0,202001170000,202001170100,0.0,8553.0,0
385,0.0,202001170100,202001170200,0.0,8557.0,0
386,0.0,202001170200,202001170300,0.0,8576.0,0
387,0.0,202001170300,202001170400,0.0,8625.0,0
388,0.0,202001170400,202001170500,0.0,9305.0,0
389,0.0,202001170500,202001170600,0.0,10283.0,0
390,0.0,202001170600,202001170700,0.0,10595.0,0
391,38.0,202001170700,202001170800,38.0,10646.0,0
392,168.0,202001170800,202001170900,168.0,10845.0,2
393,328.0,202001170900,202001171000,328.0,10757.0,3
394,431.0,202001171000,202001171100,431.0,10829.0,4
395,477.0,202001171100,202001171200,477.0,10667.0,4
396,516.0,202001171200,202001171300,516.0,10769.0,5
397,286.0,202001171300,202001171400,286.0,10498.0,3
398,100.0,202001171400,202001171500,100.0,10330.0,1
399,5.0,202001171500,202001171600,5.0,10481.0,0
400,0.0,202001171600,202001171700,0.0,10473.0,0
401,0.0,202001171700,202001171800,0.0,10471.0,0
402,0.0,202001171800,202001171900,0.0,10468.0,0
403,0.0,202001171900,202001172000,0.0,10395.0,0
404,0.0,202001172000,202001172100,0.0,9958.0,0
405,0.0,202001172100,202001172200,0.0,9872.0,0
406,0.0,202001172200,202001172300,0.0,9759.0,0
407,0.0,202001172300,202001180000,0.0,7896.0,0
408,0.0,202001180000,202001180100,0.0,7180.0,0
409,0.0,202001180100,202001180200,0.0,7194.0,0
410,0.0,202001180200,202001180300,0.0,7252.0,0
411,0.0,202001180300,202001180400,0.0,7260.0,0
412,0.0,202001180400,202001180500,0.0,7277.0,0
413,0.0,202001180500,202001180600,0.0,7706.0,0
414,0.0,202001180600,202001180700,0.0,8592.0,0
415,12.0,202001180700,202001180800,12.0,8870.0,0
416,59.0,202001180800,202001180900,59.0,9408.0,1
417,125.0,202001180900,202001181000,125.0,9521.0,1
418,168.0,202001181000,202001181100,168.0,9579.0,2
419,162.0,202001181100,202001181200,162.0,9558.0,2
420,105.0,202001181200,202001181300,105.0,9414.0,1
421,66.0,202001181300,202001181400,66.0,9318.0,1
422,22.0,202001181400,202001181500,22.0,9287.0,0
423,1.0,202001181500,202001181600,1.0,9448.0,0
424,0.0,202001181600,202001181700,0.0,9698.0,0
425,0.0,202001181700,202001181800,0.0,9833.0,0
426,0.0,202001181800,202001181900,0.0,9629.0,0
427,0.0,202001181900,202001182000,0.0,9331.0,0
428,0.0,202001182000,202001182100,0.0,9057.0,0
429,0.0,202001182100,202001182200,0.0,9002.0,0
430,0.0,202001182200,202001182300,0.0,8774.0,0
431,0.0,202001182300,202001190000,0.0,8429.0,0
432,0.0,202001190000,202001190100,0.0,8046.0,0
433,0.0,202001190100,202001190200,0.0,7920.0,0
434,0.0,202001190200,202001190300,0.0,7627.0,0
435,0.0,202001190300,202001190400,0.0,7941.0,0
436,0.0,202001190400,202001190500,0.0,7784.0,0
437,0.0,202001190500,202001190600,0.0,8453.0,0
438,0.0,202001190600,202001190700,0.0,8596.0,0
439,27.0,202001190700,202001190800,27.0,8953.0,0
440,116.0,202001190800,202001190900,116.0,9361.0,1
441,194.0,202001190900,202001191000,194.0,9475.0,2
442,218.0,202001191000,202001191100,218.0,9561.0,2
443,199.0,202001191100,202001191200,199.0,9452.0,2
444,121.0,202001191200,202001191300,121.0,9300.0,1
445,94.0,202001191300,202001191400,94.0,9253.0,1
446,35.0,202001191400,202001191500,35.0,9334.0,0
447,2.0,202001191500,202001191600,2.0,9459.0,0
448,0.0,202001191600,202001191700,0.0,9698.0,0
449,0.0,202001191700,202001191800,0.0,9769.0,0
450,0.0,202001191800,202001191900,0.0,9678.0,0
451,0.0,202001191900,202001192000,0.0,9601.0,0
452,0.0,202001192000,202001192100,0.0,9407.0,0
453,0.0,202001192100,202001192200,0.0,9408.0,0
454,0.0,202001192200,202001192300,0.0,8942.0,0
455,0.0,202001192300,202001200000,0.0,9264.0,0
456,0.0,202001200000,202001200100,0.0,8604.0,0
457,0.0,202001200100,202001200200,0.0,8368.0,0
458,0.0,202001200200,202001200300,0.0,8448.0,0
459,0.0,202001200300,202001200400,0.0,8908.0,0
460,0.0,202001200400,202001200500,0.0,9885.0,0
461,0.0,202001200500,202001200600,0.0,10402.0,0
462,0.0,202001200600,202001200700,0.0,10490.0,0
463,27.0,202001200700,202001200800,27.0,10708.0,0
464,121.0,202001200800,202001200900,121.0,10766.0,1
465,237.0,202001200900,202001201000,237.0,10666.0,2
466,332.0,202001201000,202001201100,332.0,10704.0,3
467,370.0,202001201100,202001201200,370.0,10721.0,3
468,396.0,202001201200,202001201300,396.0,10744.0,4
469,244.0,202001201300,202001201400,244.0,10604.0,2
470,87.0,202001201400,202001201500,87.0,10446.0,1
471,7.0,202001201500,202001201600,7.0,10549.0,0
472,0.0,202001201600,202001201700,0.0,10661.0,0
473,0.0,202001201700,202001201800,0.0,10633.0,0
474,0.0,202001201800,202001201900,0.0,10509.0,0
475,0.0,202001201900,202001202000,0.0,10418.0,0
476,0.0,202001202000,202001202100,0.0,10353.0,0
477,0.0,202001202100,202001202200,0.0,9909.0,0
478,0.0,202001202200,202001202300,0.0,9581.0,0
479,0.0,202001202300,202001210000,0.0,8953.0,0
480,0.0,202001210000,202001210100,0.0,8784.0,0
481,0.0,202001210100,202001210200,0.0,8784.0,0
482,0.0,202001210200,202001210300,0.0,8789.0,0
483,0.0,202001210300,202001210400,0.0,8808.0,0
484,0.0,202001210400,202001210500,0.0,9459.0,0
485,0.0,202001210500,202001210600,0.0,10440.0,0
486,0.0,202001210600,202001210700,0.0,10503.0,0
487,114.0,202001210700,202001210800,114.0,10865.0,1
488,427.0,202001210800,202001210900,427.0,11130.0,4
489,735.0,202001210900,202001211000,735.0,11265.0,7
490,914.0,202001211000,202001211100,914.0,11166.0,8
491,882.0,202001211100,202001211200,882.0,11133.0,8
492,607.0,202001211200,202001211300,607.0,10919.0,6
493,341.0,202001211300,202001211400,341.0,10763.0,3
494,136.0,202001211400,202001211500,136.0,10811.0,1
495,11.0,202001211500,202001211600,11.0,10766.0,0
496,0.0,202001211600,202001211700,0.0,11120.0,0
497,0.0,202001211700,202001211800,0.0,11273.0,0
498,0.0,202001211800,202001211900,0.0,11066.0,0
499,0.0,202001211900,202001212000,0.0,10749.0,0
500,0.0,202001212000,202001212100,0.0,10721.0,0
501,0.0,202001212100,202001212200,0.0,10239.0,0
502,0.0,202001212200,202001212300,0.0,10308.0,0
503,0.0,202001212300,202001220000,0.0,8918.0,0
504,0.0,202001220000,202001220100,0.0,8912.0,0
505,0.0,202001220100,202001220200,0.0,8932.0,0
506,0.0,202001220200,202001220300,0.0,8920.0,0
507,0.0,202001220300,202001220400,0.0,8969.0,0
508,0.0,202001220400,202001220500,0.0,9698.0,0
509,0.0,202001220500,202001220600,0.0,10615.0,0
510,0.0,202001220600,202001220700,0.0,10729.0,0
511,70.0,202001220700,202001220800,70.0,10922.0,1
512,303.0,202001220800,202001220900,303.0,11026.0,3
513,606.0,202001220900,202001221000,606.0,11106.0,5
514,776.0,202001221000,202001221100,776.0,11256.0,7
515,688.0,202001221100,202001221200,688.0,11153.0,6
